期号,开奖时间,开奖结果,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,红球,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,绿球,,,,,,,,,,,
2020086,2020-09-07(一),,,,,,,,8,,,11,,,,15,,,,,20,,,,,,,,28,,,,,,,,,,,4,,,,,,10,,
2020087,2020-09-09(三),1,,,4,,,,,,,,,,,,,,,,20,,,23,,,,,,29,,,,,,,,,,4,,,,8,,,,
2020088,2020-09-12(六),,2,,,,,7,,,,,,,,,,,,,,,,23,,,26,,,,,,,,,35,1,,,,,,,,,,,12
2020089,2020-09-14(一),,,,,,,,,,,,,13,,,16,,,,20,,22,,,,,27,,,,,,,,,1,2,,,,,,,,,,
2020090,2020-09-16(三),,,,,5,6,,,,,,,,,,,,,,,,,,,,,27,28,29,,,,,,,,,,,,,,,,,11,12
2020091,2020-09-19(六),,,,,,,,,,,,12,,,,16,,,,20,,,23,,,,,,,,31,,,,,,,,,5,,,,,,,12
2020092,2020-09-21(一),,,,,,,,8,,,11,,,,,,17,,,,,,,,,,,,,,31,,,,35,,,,,,,7,,,,11,
2020093,2020-09-23(三),,,,,,6,,,,,,,,14,,,,,,,,,,,25,,27,28,,,,,,,,,,,4,,,,,,,11,
2020094,2020-09-26(六),,,,4,,6,7,8,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,2,,,,,,8,,,,
2020095,2020-09-28(一),,2,,,,,,,,,,,,,,,,18,,,,,,,25,26,,,,,,32,,,,,2,,,,,7,,,,,
2020096,2020-09-30(三),,,,,,,7,8,,10,,,,,,,,,,,,,,,25,,,28,,,,,,,,,,3,,,,,,,,11,
2020097,2020-10-05(一),,,,,5,,,,,,,,,,,,,,,,,,,,25,,27,,,30,,,,34,,,,,,,6,,,,,,12
2020098,2020-10-07(三),,,,4,,,,,9,,,,,,15,,,,,,,,,24,,,,,,,,,,,35,,,,4,,,,,,10,,
2020099,2020-10-10(六),,2,3,,,,,,,,11,,,,15,,,,,,,,,,,,27,,,,,,,,,,,,4,,,,,,,,12
2020100,2020-10-12(一),,,,4,5,,,8,,,,,,,,,,,,,,22,,,,,,,,,,,33,,,,,,,,,7,,,10,,
2020101,2020-10-14(三),,,3,4,5,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,34,,,,,,,,7,,9,,,
2020102,2020-10-17(六),,,,,,,7,,,,11,,,,,,,18,,20,,,,,,,,,29,,,,,,,,,,,,,,,9,,,12
2020103,2020-10-19(一),,,,,,,7,,,,,12,13,,,,,,19,,,,23,,,,,,,,,,,,,,2,,,,,,8,,,,
2020104,2020-10-21(三),,,3,,,,,,,,,12,,,,,,,,,,,23,,,26,,,,30,,,,,,,,,4,,,7,,,,,
2020105,2020-10-24(六),,,3,,,,,8,,,,12,13,,,,,,,,,22,,,,,,,,,,,,,,,,,4,,,,,,,,12
2020106,2020-10-26(一),,2,3,,,,,,,,11,,,14,,,,,,,,,,,,,27,,,,,,,,,,,,4,,,,,,10,,
2020107,2020-10-28(三),1,,,4,,,,,,,,,13,,,,17,,,,,,,,,,,28,,,,,,,,,,3,,,,7,,,,,
2020108,2020-10-31(六),,2,3,,,6,7,,,,,,,,,,,,,,,,,,,,,,,,,,33,,,,,,,,,,8,9,,,
2020109,2020-11-02(一),,2,,,,,,,,,,,,,,,,,,20,21,,23,,,,,,,,,32,,,,,,,,,6,,,,,,12
2020110,2020-11-04(三),,,,,,,,,,,11,,,,,16,,,,20,21,,,,,,,28,,,,,,,,,,,,5,,,,,,11,
2020111,2020-11-07(六),,,,,5,,7,,9,,,,,,,,,,,20,,,,,,,,28,,,,,,,,,2,,,,,7,,,,,
2020112,2020-11-09(一),,,,,,,,8,,,11,,13,,,,,,,,,,,,,,,,,30,,32,,,,,2,,,,6,,,,,,
2020113,2020-11-11(三),,,,,,6,,,,,,,,14,,,,18,,,,,,,,,,28,,,,,33,,,,2,,,5,,,,,,,
2020114,2020-11-14(六),,,,,,,,,,10,,12,,,,,,,,,21,,,24,,,,,,30,,,,,,,,3,,,,7,,,,,
2020115,2020-11-16(一),1,,,,,,,,9,,,,,,,,,18,19,,,,23,,,,,,,,,,,,,1,,,,,,,,9,,,
2020116,2020-11-18(三),,,,,,,,8,,10,,12,,,,16,,,,,,22,,,,,,,,,,,,,,,,3,,,,,,9,,,
2020117,2020-11-21(六),,,,,,,7,,,,,,,,,,,,19,20,,,23,24,,,,,,,,,,,,,,,,5,,,,,10,,
2020118,2020-11-23(一),1,,,,,,,,9,,,,,,15,,,,,,,,,,,,,,,30,,,33,,,,,,4,,,,,9,,,
2020119,2020-11-25(三),,,,,,,,,,,,,,14,,,,,,,,22,,24,,,,28,,,,32,,,,,,,,,,7,8,,,,
2020120,2020-11-28(六),,,,,5,,,,,,,,,,,,,,,,,,,,25,26,,,,30,,,,,35,,,,4,,,,,,10,,
2020121,2020-11-30(一),,,,,,,,,9,,,,,,,,17,,,,,,,,,,27,28,,,,,,,35,,,3,,,,,8,,,,
2020122,2020-12-02(三),,,,,,,,8,,,,,,,,,,,19,,,,,,,,,,29,,,,,34,35,,,,,,6,,,,,11,
2020123,2020-12-05(六),1,,,,,,7,,,,11,,,,15,,,,,,21,,,,,,,,,,,,,,,,,,4,,,,,,,11,
2020124,2020-12-07(一),,,,,,,,,,,11,,,,15,,,,,,,,,24,,26,,,,,,,,,35,,,,4,5,,,,,,,
2020125,2020-12-09(三),1,2,3,,,,,8,,,,,,,,,,,,,,22,,,,,,,,,,,,,,1,,,4,,,,,,,,
2020126,2020-12-12(六),1,,,4,,,,,9,,,,,,,,,,,,,22,,,,,,28,,,,,,,,,,,4,,,,,,,,12
2020127,2020-12-14(一),1,,,4,,,,,,,,,,,,,17,18,,,,,,,,26,,,,,,,,,,,,3,,,,,,,10,,
2020128,2020-12-16(三),,,,,,,,,9,,,12,13,,,,,,,,,,,,,26,,,,,,,33,,,,,,4,,,,,,10,,
2020129,2020-12-19(六),,,,,,,,,,10,,,,,,,,,,,,22,,,,,27,,,,,,33,34,,1,,,,,,,,,,11,
2020130,2020-12-21(一),,,,,,,,,,,,,,,,16,17,,,,,,23,,,26,,,,,,32,,,,,2,,,,,,,,,,12
2020131,2020-12-23(三),,,,,,,,8,,,,,,,,,,,,,,,,,25,,27,,29,,,,,,35,,2,3,,,,,,,,,
2020132,2020-12-26(六),,,3,,,,,,,,,,,,15,16,17,,,,21,,,,,,,,,,,,,,,,,,,,,7,,,10,,
2020133,2020-12-28(一),,,,,,,,,,,11,,,,,,,,,,,,,24,,26,,,,,,,33,,35,,,,,,,,8,9,,,
2020134,2020-12-30(三),,,,,,,,8,,,11,,13,,,,,,,,,22,,,25,,,,,,,,,,,,,,4,,,7,,,,,
2021001,2021-01-02(六),,2,,,,6,,,,,,12,,,,,,,19,,,,,,,,,,,,,,33,,,,,,,,,,8,9,,,
2021002,2021-01-04(一),,2,,,,,,,,,,,,,,16,,,,,,,,,,26,,,,,31,,,34,,,,,,,,,,9,,11,
2021003,2021-01-06(三),,,,,,,7,,,,,,,,,,,,,,21,,,,,,,28,,,31,,,,35,,,,4,,,,,,10,,
2021004,2021-01-09(六),,,,,5,,,,,10,,,,,,,17,,,,,,23,,,,,28,,,,,,,,,2,,,,,,8,,,,
2021005,2021-01-11(一),,,3,,,,7,,,10,,12,,,,,,,,,,,,,,,,,,,,,,,35,,,3,,5,,,,,,,
2021006,2021-01-13(三),,,,4,,,,,,,,,,,,,,,,,,22,,,25,,,28,,,,,,,35,,,,4,5,,,,,,,
2021007,2021-01-16(六),,,,,5,,,,,,,,,,,,,,,,,,23,,,,,,,30,,,,34,35,,,,,,,,8,,10,,
2021008,2021-01-18(一),,,,,5,,,,,,,,,,,,,,19,20,,,,,,,27,,,,,,33,,,,,3,,,,,8,,,,
2021009,2021-01-20(三),1,,3,,,,,,,,,,,,,,,,,20,,,,,,,,,29,,,32,,,,,,,,5,,,,,,,12
2021010,2021-01-23(六),1,,,,5,,,,,,,,,,,16,,,,,,22,,,,,,,,,,,,34,,,,,,,,,8,,,11,
2021011,2021-01-25(一),,,,,,6,,,9,,11,,,14,,,,,,,21,,,,,,,,,,,,,,,1,,3,,,,,,,,,
2021012,2021-01-27(三),,,,,,6,,,,,,12,,,,,,,,20,,,23,,,,,,,,,,33,,,1,,,,,,,,9,,,
2021013,2021-01-30(六),,,,,,,,,,,,,,,,,,,,,21,,,,,,27,28,,30,,,,34,,,,,,,,,8,,,11,
2021014,2021-02-01(一),,,,,,,7,,,,,,13,,,,,,,20,,,,,,,27,,29,,,,,,,,,,4,,,,,9,,,
2021015,2021-02-03(三),,,,4,,,,8,,,,,,,,,17,,19,,,,,,25,,,,,,,,,,,1,,,,,,7,,,,,
2021016,2021-02-06(六),,,,,,,,8,9,10,,,,,,,,,19,,,,,,,,,,,,,,,34,,1,2,,,,,,,,,,
2021017,2021-02-08(一),,,,,,,,,,,,,,,,,17,,,,21,,,,,26,,,29,,,32,,,,,2,,,,,7,,,,,
2021018,2021-02-20(六),,2,,,,,,,,,,,,,,,,,,20,,,23,,,26,,,,,,,,34,,,,,,5,,,,,10,,
2021019,2021-02-22(一),1,,,,,,,,,,,12,13,,,,,,,,,,,,,,,28,29,,,,,,,,,3,4,,,,,,,,
2021020,2021-02-24(三),,,,,,,7,,,,,,,,,,,,,,21,22,,,,,,,,30,,,33,,,,,,4,,6,,,,,,
2021021,2021-02-27(六),,,,,,,,,,,,,,,,16,,18,,,,,,,,,,,29,,,,33,,35,,,,,,,,,9,,,12
2021022,2021-03-01(一),,2,,,,,,,,,,12,,,,,,,,,,22,,,,,,,,30,,,33,,,,2,,4,,,,,,,,
2021023,2021-03-03(三),,,,,,,7,,9,,,,13,,,16,,,,,,,,,,,,,,,,32,,,,,2,,,,,,,9,,,
2021024,2021-03-06(六),,,,,,,,,,,11,,,14,,,,,,,21,,,24,,,,,,,31,,,,,,2,,,,,,,,10,,
2021025,2021-03-08(一),,,,,,,,,,,,,,,,,17,18,,,,,23,,,,,,,30,31,,,,,,,,,,,,,,10,,12
2021026,2021-03-10(三),,,,,,,7,,,,11,,,,,,,,,20,,,,24,,,27,,,,,,,,,1,,,,,,,,,,11,
2021027,2021-03-13(六),,,,,,,,,9,,,,,,,,,,,,21,22,,,,26,,,,30,,,,,,,,,4,,,,,,,,12
2021028,2021-03-15(一),,2,3,,5,,,,,,,,,,,,17,,,,,,,,,,,,29,,,,,,,,,,4,,,,,,10,,
2021029,2021-03-17(三),,2,,,,6,,,,10,,,,,,,,,,,,,,,,,,,,,,32,33,,,,,,4,,,7,,,,,
2021030,2021-03-20(六),,,,,,,,,,,,,,,,,,18,,,,,23,,25,26,,,,,,32,,,,,2,,,,,7,,,,,
2021031,2021-03-22(一),1,,,4,,,,,,,,,,,,,,,19,20,,,,,,,,,,,,,,34,,,,3,,5,,,,,,,
2021032,2021-03-24(三),1,,,,,,,,,,11,,,14,,,,,,,,,,,,,,,,,,,,34,35,,,,,,,7,,,10,,
2021033,2021-03-27(六),1,,3,,5,,,,,,,,,,,,,,,,,,,,,,,,,30,,32,,,,1,,,,5,,,,,,,
2021034,2021-03-29(一),,,,,,,,8,,10,,,,14,,,,,,,,,,,25,,,,,,,,,34,,,,,,,,7,8,,,,
2021035,2021-03-31(三),,,,,5,,,,,,11,,,,,16,,,,,,,,,,,,,,30,,32,,,,,,3,4,,,,,,,,
2021036,2021-04-03(六),,,,,,,,8,,,,,,,,,17,,,,,,,,25,,,28,,,,,33,,,,,,,,,7,,,,11,
2021037,2021-04-05(一),,,,,,,,,,10,,,,,,,,,,,21,,,,,,27,,29,,,,33,,,,,,4,,,,,,,,12
2021038,2021-04-07(三),,,,,,,,,9,,11,,,,,,,,,20,,,,,,,,,29,,,32,,,,1,,,,,,7,,,,,
2021039,2021-04-10(六),,,,4,,,,,,,,12,,14,,,,,,,21,,,,,,,,,,,,,,35,,2,,,,,,,,,11,
2021040,2021-04-12(一),,2,3,,,,,,9,,,,,,,16,,,19,,,,,,,,,,,,,,,,,,,3,,,,7,,,,,
2021041,2021-04-14(三),,2,,,5,,,,9,,11,,,,,,,,,,,,,,,,,,,,,32,,,,,,,4,,,,,9,,,
2021042,2021-04-17(六),,,,,,,,,9,,,,,,15,,,,,20,,,23,,,,,,29,,,,,,,,,,4,5,,,,,,,
2021043,2021-04-19(一),,,,,,,7,,,,,12,,,,,17,,19,,,,,,,,,,,,,,,34,,1,,,,,,,,,10,,
2021044,2021-04-21(三),,,,,,6,,,,,,,,,,,,18,,,,,,,,,,,,,31,,33,,35,,,,,,,,,,10,11,
2021045,2021-04-24(六),1,,,4,,6,,,,,11,,,,,,,,19,,,,,,,,,,,,,,,,,,,,,,,7,,9,,,
2021046,2021-04-26(一),,,,,,6,,8,,,,12,,14,,,,18,,,,,,,,,,,,,,,,,,,,,,,6,,8,,,,
2021047,2021-04-28(三),1,,,,,6,,,9,,,,,,,,,,,,,,,,25,,,,,,,,33,,,,,,4,,,,8,,,,
2021048,2021-05-01(六),,,,4,,,7,,,,,,,,,,17,,,,21,,,,,,27,,,,,,,,,,,,,,,,,,10,,12
2021049,2021-05-03(一),1,,,,,,,,,10,,,,,,,,,,,,22,23,,25,,,,,,,,,,,,2,,,,,,,,,,12
2021050,2021-05-05(三),,,,,,,,,9,,,,,,,,,,,,,22,,,,,,,,,,32,33,,35,,,,,5,,,,,10,,
2021051,2021-05-08(六),1,,,4,,,,,,,,,,14,,16,,,19,,,,,,,,,,,,,,,,,,,3,4,,,,,,,,
2021052,2021-05-10(一),,2,,,,,,,,,11,,13,14,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,9,,,12
2021053,2021-05-12(三),,,3,,,6,,,,,,,,,15,,17,,,,,,,,,,,,,,,,,,35,,,,,,,7,,,,11,
2021054,2021-05-15(六),,,3,,,6,,,,,,,,,,,17,,,20,,,,,25,,,,,,,,,,,,,3,,,,,,9,,,
2021055,2021-05-17(一),,,3,,,6,,,,10,11,,,,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,10,11,
2021056,2021-05-19(三),,,3,,,,,,,,11,,,,,16,,,,,21,,,,,26,,,,,,,,,,,,,,,,,,9,10,,
2021057,2021-05-22(六),,,,,5,,7,,,,,,,,,,,,19,20,,,,,,,,28,,,,,,,,,,,,5,,7,,,,,
2021058,2021-05-24(一),,,,,,,,,,,,,13,,15,,17,,,,,,23,,,,,,,,,,,34,,1,,,,,,,,,,11,
2021059,2021-05-26(三),,,,4,,,,,,,,,,,,16,,,,,,,,,,,27,28,,,,,,,35,,2,,,,,,,9,,,
2021060,2021-05-29(六),,,,,,,,,9,,,,13,,,,,,,,,,,,25,,,,,,31,,33,,,,,3,,,,7,,,,,
2021061,2021-05-31(一),,,,,,,,,,,,,,,15,,,,19,20,,,,,,26,,,,,,32,,,,,,,4,,,7,,,,,
2021062,2021-06-02(三),,,,4,,6,,,,,,,,,,,,,,,,,23,,,,,,,,,32,,34,,,,,,5,,7,,,,,
2021063,2021-06-05(六),,,,,5,,,,9,,,,,14,,,,,,,,,,,,,,,29,30,,,,,,,,,,,,,,9,,11,
2021064,2021-06-07(一),1,,,,,,,,,,,,,,,,17,,19,,,,,,,,,,,,,32,,34,,,,,,,6,,,,10,,
2021065,2021-06-09(三),,,,,,,,,,,,,,,,,,,,,,,23,,25,,,,,30,31,,,,35,,,,,,,7,8,,,,
2021066,2021-06-12(六),,,,,,,,,,,,,,,,,,,,,,,,24,,26,,,29,,,,,34,35,,,,,,,,,9,,11,
2021067,2021-06-14(一),1,,,4,,,,,,,,,,,,,,,,,,22,23,,,,,,,,,,,34,,,,,,,,,8,9,,,
2021068,2021-06-16(三),,2,,,,,,,,,,,,,,,,,,20,21,,,,,26,,,,30,,,,,,,2,,,,,,,,10,,
2021069,2021-06-19(六),1,,3,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,32,33,,,,,,4,,6,,,,,,
2021070,2021-06-21(一),,,3,,,,,,,,,,,,,,,,,20,21,22,,24,,,,,,,,,,,,,,,,,6,,,,,,12
2021071,2021-06-23(三),,,,,,,,8,,,11,,,,,16,,,,,,,,,,,,,29,,,,,,35,1,,,4,,,,,,,,
2021072,2021-06-26(六),,2,3,,,,,,,,,,,,15,,,,,,,22,,,,26,,,,,,,,,,,,3,,,,,,,,11,
2021073,2021-06-28(一),,,,,,,,8,,,,12,,14,,,,,,20,,,,24,,,,,,,,,,,,,,,,,6,,,,10,,
2021074,2021-06-30(三),,,,,,,,,,,11,,,14,,,,18,,20,,,,,25,,,,,,,,,,,,,3,,,,7,,,,,
2021075,2021-07-03(六),,,,,,6,,,,,,,,14,15,,17,,,20,,,,,,,,,,,,,,,,1,,,,5,,,,,,,
2021076,2021-07-05(一),,,,,,6,,,,,,,13,,,,,,,,,22,,,25,26,,,,,,,,,,,2,,4,,,,,,,,
2021077,2021-07-07(三),,2,,,,6,,,9,,,,,,,,,,,,21,,,,25,,,,,,,,,,,,,,,,6,,8,,,,
2021078,2021-07-10(六),,2,,,,,,8,,,,,,,,,17,,19,,,,,,25,,,,,,,,,,,1,,,,5,,,,,,,
2021079,2021-07-12(一),,,,,,6,,,,,,,,14,,,,,19,,,,,,,26,,,,,,,33,,,,,,,,,,8,,,11,
2021080,2021-07-14(三),,,,,,,,,,,,,,,15,16,,,,20,,,,,,,,,29,30,,,,,,,,,,,6,,,,10,,
2021081,2021-07-17(六),,,,,5,,,,,,,,13,,,,,,,,,,,24,,,,,29,,,,,,35,,,,,,,7,8,,,,
2021082,2021-07-19(一),1,,,,,,,,,,,,,14,,,,,,,,22,,,,,,,29,,,,33,,,,,3,,,,,,,10,,
2021083,2021-07-21(三),,,,,,,7,,9,,11,,,,,,,,,,,,,,,26,,,,,,,,,35,1,,,,,,,8,,,,
2021084,2021-07-24(六),,2,,,,,,,,10,,,,14,,,,,,,,,,,,,,,,30,,,33,,,,,,,,6,,,9,,,
2021085,2021-07-26(一),1,,,,,,,,,,,12,,,15,,,,,,,,,,,26,,,,,,,,,35,,,,,,,,,,10,11,
2021086,2021-07-28(三),,2,3,,,,7,,,,,,,,,16,17,,,,,,,,,,,,,,,,,,,,,,,,6,,,,10,,
2021087,2021-07-31(六),,,,,,,,,,10,,,,14,15,,,,,,,,,,25,,,28,,,,,,,,,,3,,,,,,,10,,
2021088,2021-08-02(一),,2,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,31,,,34,35,1,,,,,,7,,,,,
2021089,2021-08-04(三),1,,,,,,,,,,,,,,,,17,,,,,,,24,,,,28,,,,,,,35,,,,,,,,,,10,,12
2021090,2021-08-07(六),,,,,,6,7,,,,,,,,,,,,19,,,,,,,26,,,,,,32,,,,,,,,,6,,,,,,12
2021091,2021-08-09(一),1,,,4,,,,,,10,,,,,,,,,,,21,,,,,,,,29,,,,,,,,,3,,5,,,,,,,
2021092,2021-08-11(三),,,,,,,,,,,,12,,14,,,,,,,,,,,,,27,28,,,,,,34,,,,3,,,,7,,,,,
2021093,2021-08-14(六),,,,,,,,,,,,,,,,,,,,20,,,,,25,,27,28,,,31,,,,,,,,,,,,8,,,11,
2021094,2021-08-16(一),,,,,5,6,,,,,,,,,,,,,,,,,,24,,,27,,,,,,33,,,,,,,5,,,,,,,12
2021095,2021-08-18(三),,,,,,,,,,10,,,,,15,,,,19,20,,,,,,,,,,30,,,,,,,,,,,,,,,,11,12
2021096,2021-08-21(六),,,,,,,7,8,,10,,,,,,,,,,20,21,,,,,,,,,,,,,,,1,,,,5,,,,,,,
2021097,2021-08-23(一),,,,,,,,,,,11,,,,,,,,,,,,,,,26,,,,30,31,,33,,,,,3,,,,,,,10,,
2021098,2021-08-25(三),,2,,,,,7,,,,,,,,,,,,,,21,,,,,,27,,,,,,33,,,,,,,,,7,,9,,,
2021099,2021-08-28(六),,,,,,,,,,,,,,,15,,,,19,,,,,,,,27,28,,30,,,,,,,,3,4,,,,,,,,
2021100,2021-08-30(一),,,,,,,7,,,,11,,,,,,,,,,,,23,,,26,,28,,,,,,,,,2,,,,,7,,,,,
2021101,2021-09-01(三),,,,,,,,,,,,,13,,,,,18,19,,,,,,,,27,,,,,32,,,,,,,,,6,,,,,11,
2021102,2021-09-04(六),,2,,,,,,8,,,11,,,,,16,,,,,,,23,,,,,,,,,,,,,,2,,,,,7,,,,,
2021103,2021-09-06(一),,,,4,,,,,,10,,,,,,,,,,,,,23,,,,,,,30,31,,,,,,,,,5,,,,,,11,
2021104,2021-09-08(三),,,,,,,,,,,,,,,,,,,,,,,23,,25,26,,,,30,,,33,,,,,3,,,,,,,,11,
2021105,2021-09-11(六),,,,,,,7,,,10,11,,,,,,17,18,,,,,,,,,,,,,,,,,,,,,4,,,,,9,,,
2021106,2021-09-13(一),,2,,,,,,,,,,,13,14,,,,,,,,,,,,,,,,,,32,,34,,,2,,,,,,,,,,12
2021107,2021-09-15(三),,,3,,5,,,,,,,,13,,,,,,,20,,,,,25,,,,,,,,,,,,,,,,,7,,,,11,
2021108,2021-09-18(六),,,,,5,,,,,,,,,,,,,,19,,,22,,,,26,,,,,,,,,35,,2,,,,6,,,,,,
2021109,2021-09-20(一),,,3,4,,,7,,,,,,,,,,,,,,,,,,,,27,,,,31,,,,,,,,,,6,,,9,,,
2021110,2021-09-22(三),,,,,,,,,,,11,,,14,,,,,,,,,,,,,,,29,,31,32,,,,,,,,,,,,,,11,12
2021111,2021-09-25(六),,,,,,,7,8,,,,,,,15,,,,19,,,,,,,,,28,,,,,,,,,,,,,,,8,9,,,
2021112,2021-09-27(一),,,,,,,,,,,,,,,,,,18,,,21,22,23,,,,,,,,,,,,35,,,,,,,,,,,11,12
2021113,2021-09-29(三),,,,,,,,,,,,,,,,,17,18,,,,,,,25,,27,28,,,,,,,,,,,4,,,,8,,,,
2021114,2021-10-06(三),,,,,,,,8,9,,,,13,,,,,,,,,,,,,,,,29,30,,,,,,1,,,,,,,,,,11,
2021115,2021-10-09(六),,,,,,,,8,,,,,13,,,,,,19,20,,,,,,,,,29,,,,,,,,,,,,6,,,,10,,
2021116,2021-10-11(一),,,,4,,,,,,,,,,,,,,,,,,,,,25,,,28,29,,,,,,35,,,3,,,,,,,,11,
2021117,2021-10-13(三),,,,,,,,,,,11,,,,,,,18,,,21,22,,,,,,,,,,,33,,,,,,,5,6,,,,,,
2021118,2021-10-16(六),,,,,,,,,,,,,,14,,,17,18,,,,,,,,,,28,,,,,,34,,,2,3,,,,,,,,,
2021119,2021-10-18(一),1,2,,,,,,,9,,,,,,,16,,,,,,,,,,,,,,30,,,,,,,,,,,,,,9,10,,
2021120,2021-10-20(三),,,,,5,,,,,10,,,,,,,,,,,21,,,,25,,,,,,31,,,,,,,,,5,,,,,,11,
2021121,2021-10-23(六),,2,,,,,,,,,,,,,15,,,,19,,,,,,,,,,29,30,,,,,,,2,,,,,,,9,,,
2021122,2021-10-25(一),,,,,,,,,,,,,,14,15,,,,,,,,,,,26,27,,29,,,,,,,,,,4,5,,,,,,,
2021123,2021-10-27(三),,,,,,,,8,,,,,,,,,,,,,,,23,,,26,27,,,,,,33,,,,,,,,,,8,9,,,
2021124,2021-10-30(六),,,,,,,,,,10,,,,,,,17,,,,,22,,,25,,,,,,,,,,35,,,,,,,7,,9,,,
2021125,2021-11-01(一),,,,,,,,,,,,,,,,,17,,19,,21,,,,,,27,,,,31,,,,,,,,4,,,,,9,,,
2021126,2021-11-03(三),1,,,,,,,,,,11,12,,,,,,,,,,,,,,,,,,,,,,34,35,,,,,,,,,9,,,12
2021127,2021-11-06(六),1,2,,,,,,,,,,,,,15,,17,,,,,,,,,26,,,,,,,,,,,2,,,,,,,,,11,
2021128,2021-11-08(一),,,,,,,,,,,,,,14,,,17,18,,,,,23,,,,27,,,,,,,,,,,,,5,,,8,,,,
2021129,2021-11-10(三),,2,,,,,,,,,,,,,,16,17,18,,,,,,,,,,,,,,,,34,,,,,4,,,,,,10,,
2021130,2021-11-13(六),,2,3,,,,,,,,,,,14,,,,,,,,,,,,,27,28,,,,,,,,,,,,5,,,,,10,,
2021131,2021-11-15(一),,,,,,6,,8,,,,,,,,16,,,,,,,,,,,,,,,,,,34,35,,,,,5,6,,,,,,
2021132,2021-11-17(三),,,,4,,,,,,,,,,,,,,,,,21,,,,,,,28,29,,,,33,,,,,3,,,,,,,,11,
2021133,2021-11-20(六),,,,,,,,8,9,,,,,,,,17,,,,,,,,,26,,28,,,,,,,,,,,,,6,,8,,,,
2021134,2021-11-22(一),,2,,,,6,,,,,,,,14,,,,,19,,,,,,,,,28,,,,,,,,1,,,,,6,,,,,,
2021135,2021-11-24(三),,,,4,,,7,,,,,,,,,,17,,,,,,,,,,,,29,,31,,,,,,,,,5,6,,,,,,
2021136,2021-11-27(六),,,,,,,,8,,,,12,,,,,,,19,,,,,,,,27,,,,,,33,,,,2,,,5,,,,,,,
2021137,2021-11-29(一),,2,,,,,7,,,,,,13,14,,,,,19,,,,,,,,,,,,,,,,,,,,4,5,,,,,,,
2021138,2021-12-01(三),,,,,,,,,9,,11,12,,,15,,,,,,,,,,,,,,,,31,,,,,,,,,5,,,,,,11,
2021139,2021-12-04(六),,,,,5,,,,,,,,13,,,,,18,,,,,23,,,,,,,,,,,34,,,,,,,,,8,9,,,
2021140,2021-12-06(一),,,,,5,,,,,,,,,,,,,,,,,,,24,,26,,,,,,,33,,35,,,,,,,,,9,,,12
2021141,2021-12-08(三),,2,,,,,,8,,,,,,,,16,,,,,,,,,,,,,29,,,,,34,,,,,,5,,,,,,,12
2021142,2021-12-11(六),,,,,,,,,,,11,,13,,,,17,,19,,,,,,25,,,,,,,,,,,,2,,,,,,,9,,,
2021143,2021-12-13(一),,,,,,,,,9,,,,,,,,17,,19,,,,,,,,,,29,,,,,34,,,,,4,,,,,,,11,
2021144,2021-12-15(三),,,3,,,,,,,,,,,,,,,,,20,,,,,25,,,,,30,,,,34,,,2,,,,,,,9,,,
2021145,2021-12-18(六),,,3,,,,,8,,,,,,,,,,,,,,,,,25,,,,29,30,,,,,,1,,,,,6,,,,,,
2021146,2021-12-20(一),,,3,,5,,,8,,,,,,,,,,18,,20,,,,,,,,,,,,,,,,,,,,,,,,9,,11,
2021147,2021-12-22(三),1,2,,,,,,8,,,,12,,,,,,,,,,,,,,26,,,,,,,,,,1,,,,,,7,,,,,
2021148,2021-12-25(六),1,,,4,,,,,,,,12,,,,16,,,,,,,,,,,,,29,,,,,,,,,,4,,,,8,,,,
2021149,2021-12-27(一),,,,,,,,,,,,,,,,,,,,20,,,,,,26,,28,,30,,,,,35,,,,,,,,,,10,11,
2021150,2021-12-29(三),,,,4,,,,,,10,11,,,,,,,,,,,,23,,,26,,,,,,,,,,,,,,,,7,,,10,,
2022001,2022-01-01(六),,,,,,,,8,,,11,,,,,,,,19,,,22,,,,,,,29,,,,,,,,,3,,,,,,,,11,
2022002,2022-01-03(一),,,,4,,6,7,,9,,,,,,,,,,,,,,,24,,,,,,,,,,,,,,,4,,,,,,,,12
2022003,2022-01-05(三),,2,,,,,,,,,,,,,,,,18,,,,,,24,25,,,,,,,,,34,,,,,,,,,8,,,,12
2022004,2022-01-08(六),,,,,,,7,,,,,,,,,,,,,20,,,,,,,27,,,30,,,33,,,,,3,4,,,,,,,,
2022005,2022-01-10(一),,2,,,,,,,,,,,13,,,,17,,19,,,,,,,,,,,,,,,34,,,,,,5,,,,9,,,
2022006,2022-01-12(三),1,,,,5,,7,,,,,,,,,,17,,,20,,,,,,,,,,,,,,,,,,,,5,,,,,,,12
2022007,2022-01-15(六),,,,,5,,,,,,,,,,,,,,,,,22,23,,25,,,,,,,,,,35,,,3,,,,,,,,11,
2022008,2022-01-17(一),1,2,,,,,,,,,,,13,,,,,18,,,,,,,,,,,,,,,,34,,,,,,,6,7,,,,,
